gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
ARHGAP1,-1.517041379,6.476023038,-2.911538498,0.004325811,0.042087674,-2.326001957
ACKR3,-1.980136613,3.486639541,-2.908722684,0.004362207,0.042406021,-2.333431874
ZDHHC1,-1.172001701,2.164599267,-2.908474594,0.004365427,0.042406021,-2.3340862
PODXL2,1.505731939,3.600129719,2.907004188,0.004384558,0.04255824,-2.337963338
EFR3A,-1.710048028,5.36195941,-2.906523652,0.004390826,0.042570062,-2.339230043
HNRNPL,0.783163148,6.789118702,2.906102189,0.004396331,0.042570062,-2.340340881
VAT1,-1.679153118,5.729863801,-2.905934033,0.004398529,0.042570062,-2.340784046
PRDX3,-1.642209318,6.652629881,-2.905850471,0.004399622,0.042570062,-2.341004262
PBX3,-1.485415281,3.842347597,-2.905468551,0.004404619,0.042584909,-2.342010683
BRAF,1.316273373,4.834069183,2.904055555,0.004423153,0.042716779,-2.345733173
SEPW1,-0.954068789,6.785107158,-2.903850077,0.004425854,0.042716779,-2.346274366
HNRNPAB,-1.128751637,6.090568105,-2.903551633,0.00442978,0.042716779,-2.347060362
RASD2,1.07972089,1.960290546,2.903371379,0.004432152,0.042716779,-2.347535052
FNDC3A,1.464235349,4.946715512,2.902024219,0.004449922,0.042852061,-2.351081935
TXNL1,-1.410250095,5.569847206,-2.901779456,0.004453158,0.042852061,-2.351726209
CCNK,1.14324761,3.244238937,2.900511899,0.004469949,0.042978145,-2.355061977
TMBIM1,-1.343548114,7.411473537,-2.900263198,0.00447325,0.042978145,-2.355716327
C12orf29,1.465462629,4.558476731,2.898637574,0.004494883,0.043119755,-2.359992256
HCAR2,-1.076914153,2.021103182,-2.898376578,0.004498366,0.043119755,-2.360678572
CSF1R,-2.058222493,3.708042755,-2.898365941,0.004498508,0.043119755,-2.36070654
VDR,-1.556374312,3.190243833,-2.897483835,0.004510295,0.043199075,-2.363025726
ARPC2,-0.567985595,9.839399837,-2.895728486,0.004533837,0.04339076,-2.367638987
SCAMP5,0.737492592,1.796165769,2.894695928,0.004547738,0.043478005,-2.370351551
PEX5,-1.543021032,3.943424779,-2.894176513,0.004554745,0.043478005,-2.371715757
KLHL28,1.565653503,5.884115094,2.894033131,0.004556681,0.043478005,-2.372092302
PLEKHH2,1.02387889,2.244033061,2.893932198,0.004558044,0.043478005,-2.37235736
SDHAF1,-1.423989786,4.891315683,-2.893740858,0.00456063,0.043478005,-2.372859811
G2E3,-1.56900582,4.969765212,-2.893082728,0.004569533,0.043529141,-2.374587815
BZW2,1.337332427,5.417115774,2.892173024,0.004581866,0.043612843,-2.376975806
ARPC3,-0.783249135,7.992394119,-2.891706828,0.004588199,0.04363934,-2.378199328
FBXO28,1.445122628,4.61948683,2.89099998,0.004597815,0.043665783,-2.380054115
BCL3,-1.638035149,6.62449847,-2.890980498,0.00459808,0.043665783,-2.380105229
TIAM2,-1.170883896,2.486645833,-2.890111584,0.004609927,0.043744508,-2.382384734
CD84,1.727234012,6.534761401,2.889719223,0.004615286,0.043761591,-2.383413861
IL4I1,-1.921276859,4.087786557,-2.888490879,0.004632099,0.043817699,-2.386634911
HMHA1,0.831782871,10.16264017,2.888449945,0.00463266,0.043817699,-2.386742231
CNN2,-1.002160581,8.433217527,-2.888429252,0.004632944,0.043817699,-2.386796484
TBC1D16,-1.216707894,2.649972066,-2.888246175,0.004635455,0.043817699,-2.387276452
PTPRE,-1.33079812,6.142210557,-2.88795632,0.004639433,0.043821621,-2.388036302
TRIM38,-1.69750454,5.929655026,-2.886116817,0.004664754,0.044026969,-2.392857013
TBC1D1,-1.621606472,5.07563164,-2.885445431,0.004674027,0.044059156,-2.394615829
RAP1A,-1.307956316,5.511758924,-2.885351227,0.004675329,0.044059156,-2.394862586
RARRES1,-1.258107114,1.979478897,-2.883789252,0.004696974,0.044229237,-2.398952982
SEC61A2,1.442813043,3.630759247,2.881913152,0.004723093,0.044441158,-2.403863474
IL24,1.328320483,4.916698727,2.880719826,0.004739775,0.044536781,-2.406985447
ABCG2,-1.214383619,2.135835244,-2.880668211,0.004740498,0.044536781,-2.407120457
RNF139,1.625870757,7.346960066,2.879253771,0.004760345,0.04468246,-2.410819411
DCAF8,1.135919246,5.172601487,2.879045686,0.004763271,0.04468246,-2.41136345
COMTD1,-1.420052251,4.28483275,-2.878425528,0.004772001,0.044730239,-2.412984653
PSPC1,1.077580545,6.641082037,2.878124231,0.004776248,0.04473595,-2.413772189
ASNA1,-1.251919666,6.025981129,-2.875294579,0.004816303,0.045076788,-2.42116493
ZNF254,1.490014748,4.368203086,2.8746334,0.004825707,0.045130452,-2.422891422
RLF,1.721041884,6.072331087,2.871747623,0.004866947,0.045481547,-2.430422859
TKT,-1.358158174,6.368826585,-2.870461524,0.00488543,0.045619608,-2.433777284
PSMA5,-1.09321038,6.733249656,-2.869717585,0.004896151,0.045684543,-2.435717048
ALDH16A1,-1.324238081,4.585474277,-2.869463778,0.004899814,0.045684543,-2.436378731
ADAP1,-1.204213574,3.135769617,-2.868541651,0.004913142,0.045742929,-2.43878232
SCO2,-0.771603483,2.744485546,-2.868515853,0.004913515,0.045742929,-2.438849555
CFAP20,1.289691693,7.196134119,2.86815413,0.004918753,0.04575705,-2.439792225
AKR1C3,-1.927731941,3.707890528,-2.867778861,0.004924192,0.045773024,-2.440770084
NARF,1.206674243,7.213854259,2.865711031,0.004954262,0.046017756,-2.446156383
UTRN,1.687926486,6.719651083,2.865021462,0.004964326,0.046076443,-2.447951832
CSTB,-1.087925071,6.964104703,-2.86440086,0.004973401,0.046125853,-2.449567391
PRKAR1A,-1.308535734,6.976223686,-2.863871555,0.004981152,0.04616293,-2.450945047
ZDHHC18,-1.542205198,5.321633342,-2.861860016,0.005010711,0.046374979,-2.456178609
MTMR12,1.77241282,5.070677965,2.861593265,0.005014643,0.046374979,-2.456872398
TCEANC2,-1.480074585,4.219128165,-2.861545587,0.005015346,0.046374979,-2.456996395
GAR1,1.05545283,3.227387815,2.860568678,0.005029771,0.046473422,-2.459536705
PPP2R5A,-1.571142562,6.049414566,-2.859610633,0.005043955,0.046569487,-2.462027235
IFI44,-1.514995899,4.304284311,-2.858816468,0.00505574,0.04664328,-2.464091197
ZNF264,1.373946331,3.499120713,2.856368381,0.005092228,0.046944695,-2.470450447
STX8,-1.1876136,6.022439505,-2.854706668,0.005117133,0.047121309,-2.474764301
EIF3D,1.552756776,7.536480227,2.854523455,0.005119886,0.047121309,-2.475239795
EPB41L5,1.27663111,3.374539519,2.85422656,0.005124349,0.047121309,-2.476010273
DYSF,1.347906382,2.460658711,2.854069455,0.005126713,0.047121309,-2.476417952
C4BPA,-1.074926622,1.896382682,-2.852725646,0.005146969,0.04727216,-2.479904266
IRF3,-1.198927735,5.911327766,-2.851631844,0.005163511,0.047388697,-2.482740928
PYGM,1.469604926,2.844611901,2.84946027,0.005196496,0.047655861,-2.488369897
NECAP1,1.004828804,6.715920388,2.848223088,0.005215375,0.047793351,-2.491575162
DCN,-2.179167568,2.423481925,-2.846764287,0.005237716,0.047962343,-2.49535305
BTF3L4,1.31861559,5.627503982,2.845633069,0.0052551,0.048085729,-2.49828144
TTC30B,1.184924762,2.472223479,2.844212647,0.005277004,0.048250253,-2.501957068
SRP68,-1.09906302,7.340476046,-2.843176916,0.005293028,0.048327199,-2.504636234
LIG1,1.456457808,6.022442533,2.843160735,0.005293278,0.048327199,-2.504678084
FAH,-1.573063064,3.752703296,-2.842876631,0.005297682,0.048331522,-2.505412835
HMBOX1,1.516329836,5.521727911,2.84253367,0.005303002,0.048344194,-2.50629972
FLVCR2,-1.456436997,3.115539819,-2.842181247,0.005308474,0.048358232,-2.507210975
MIEF2,-1.507284621,4.003728186,-2.841566942,0.005318025,0.048409375,-2.508799144
ITGA5,-1.913300541,5.857867035,-2.841050739,0.005326062,0.04844668,-2.510133459
ST3GAL6,-1.064251757,2.259793509,-2.840789349,0.005330136,0.048447905,-2.510809038
FUBP3,1.304046892,5.873424598,2.839591119,0.005348849,0.048582089,-2.513905248
KLRG1,1.463178403,4.7601404,2.838671745,0.005363248,0.048676918,-2.516280133
PRKCQ,1.229664898,7.097530169,2.838038253,0.00537319,0.048731188,-2.517916154
PAICS,-1.590802593,4.538710537,-2.835082521,0.005419801,0.049117692,-2.525545293
FASLG,-1.537599122,3.195403745,-2.834151344,0.005434561,0.049215195,-2.527947363
LMO2,-1.304300557,2.35813568,-2.832973286,0.005453288,0.049348446,-2.530985311
GRWD1,1.647370826,5.941358826,2.832425989,0.005462008,0.049379667,-2.532396296
CYP4F22,-0.987543604,2.246439518,-2.832252897,0.005464769,0.049379667,-2.532842496
APOL4,-1.354322413,2.332215866,-2.830555676,0.005491904,0.049588428,-2.537216369
RNF2,1.538991631,4.507936553,2.829627435,0.005506797,0.049686422,-2.53960756
